state,year,population,lawful_permanent_residents_total,lawful_permanent_residents_rank,lawful_permanent_residents_per_million,lawful_permanent_residents_per_million_rank,adjustments_total,adjustments_rank,adjustments_per_million,adjustments_per_million_rank,new_arrivals_total,new_arrivals_rank,new_arrivals_per_million,new_arrivals_per_million_rank,nonimmigrants_total,nonimmigrants_rank,nonimmigrants_per_million,nonimmigrants_per_million_rank,naturalizations_total,naturalizations_rank,naturalizations_per_million,naturalizations_per_million_rank,refugees_total,refugees_rank,refugees_per_million,refugees_per_million_rank,asylees_total,asylees_rank,asylees_per_million,asylees_per_million_rank,source_file
Wyoming,2013,582122,520,51,896.719,46,300,51,506.767,46,230,51,389.953,43,22860,50,39263.247,35,240,52,415.72,48,0,,0.0,,10,46,10.307,35,state_data_2013-2023_20250514_3.csv
Wyoming,2014,582531,410,52,710.692,49,220,52,377.662,48,190,51,333.029,48,24840,50,42643.224,33,220,52,372.512,48,0,,0.0,,10,48,8.583,36,state_data_2013-2023_20250514_3.csv
Wyoming,2015,585613,540,51,920.403,47,280,52,478.131,46,260,50,442.272,43,26310,50,44920.451,34,260,51,438.856,49,0,,0.0,,0,,0.0,,state_data_2013-2023_20250514_3.csv
Wyoming,2016,584215,460,52,790.805,49,230,52,397.114,48,230,52,393.691,50,27940,50,47828.282,34,230,52,398.826,49,0,,0.0,,0,,0.0,,state_data_2013-2023_20250514_3.csv
Wyoming,2017,578931,440,52,766.931,49,240,52,412.83,47,210,52,354.101,49,31340,50,54139.44,33,250,52,426.648,48,0,,0.0,,10,52,8.637,46,state_data_2013-2023_20250514_3.csv
Wyoming,2018,577601,410,52,708.101,49,230,52,405.124,48,180,52,302.977,49,31420,50,54395.681,33,260,52,443.213,49,0,,0.0,,10,52,8.656,48,state_data_2013-2023_20250514_3.csv
Wyoming,2019,578759,410,52,708.412,49,270,52,464.788,47,140,52,243.625,50,31970,51,55237.154,34,330,52,570.186,48,0,,0.0,,10,51,17.278,42,state_data_2013-2023_20250514_3.csv
Wyoming,2020,577681,240,52,417.185,50,170,52,289.087,49,70,52,128.098,50,12090,50,20935.43,38,210,52,360.06,49,0,,0.0,,0,,0.0,,state_data_2013-2023_20250514_3.csv
Wyoming,2021,579636,280,52,483.062,48,190,52,327.792,48,90,52,155.27,49,5830,52,10052.861,38,230,52,391.625,48,0,,0.0,,0,,0.0,,state_data_2013-2023_20250514_3.csv
Wyoming,2022,581978,360,52,613.425,48,200,52,336.782,48,160,52,276.643,49,17480,50,30032.063,36,300,52,512.047,48,0,,0.0,,0,,0.0,,state_data_2013-2023_20250514_3.csv
Wyoming,2023,585067,400,52,675.136,49,250,52,430.72,48,140,52,244.416,50,25130,50,42955.764,36,330,52,569.166,48,0,,0.0,,10,52,8.546,47,state_data_2013-2023_20250514_3.csv
